user_id,Yearly_avg_view_on_travel_page,frequentflyer,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,annual_incom_class,member_in_family,booking_hotal,preferred_location_type,working_flag,travelling_rating
100077,13,0,Desktop,811,11,High,4,Yes,Islands,1,3
100078,87,0,Mobile,852,1,High,2,Yes,Trekking,1,1
100079,89,1,Mobile,771,1,High,2,No,Tech Cities,1,3
100080,12,1,Mobile,529,14,High,1,Yes,Historical Site,1,3
100081,24,1,Desktop,827,7,High,4,No,OTHER,1,2
100082,27,1,Mobile,638,14,Avera,5,No,Historical Site,1,3
100083,6,0,Mobile,694,6,Avera,5,Yes,Islands,1,1
100084,16,1,Mobile,524,3,Avera,4,Yes,OTHER,1,1
100085,87,1,Mobile,162,1,Avera,1,No,Hill Station,1,1
100086,67,0,Mobile,799,12,Avera,3,Yes,Beach,1,3
100087,48,0,Mobile,71,10,High,1,No,Historical Site,1,5
100088,48,1,Desktop,196,12,Avera,2,Yes,OTHER,1,3
100089,79,0,Desktop,613,13,Avera,1,Yes,Hill Station,0,2
100090,100,0,Mobile,943,12,High,4,No,OTHER,1,3
100091,93,0,Mobile,823,8,High,4,No,OTHER,1,3
100092,8,1,Mobile,3,11,Avera,1,Yes,Tech Cities,1,1
100093,68,1,Desktop,687,14,High,5,No,Hill Station,1,5
100094,98,0,Mobile,218,2,Avera,3,No,Big Cities,1,5
100095,76,1,Mobile,278,1,Low,1,Yes,Islands,1,3
100096,34,0,Mobile,921,11,Low,2,No,Trekking,0,4
100097,81,0,Desktop,69,6,Avera,3,No,OTHER,1,3
100098,85,1,Desktop,585,7,Avera,1,No,Beach,1,2
100099,82,1,Mobile,149,12,High,1,Yes,OTHER,1,4
100100,33,0,Mobile,730,15,Low,5,Yes,Beach,1,2
100101,24,0,Desktop,896,15,High,3,No,Islands,0,5
100102,64,0,Desktop,152,5,High,3,Yes,Big Cities,0,1
100103,1,0,Mobile,377,5,High,3,No,OTHER,1,1
100104,69,0,Desktop,645,15,Avera,3,No,OTHER,1,2
100105,4,0,Desktop,71,6,Avera,2,No,Trekking,1,4
100106,88,1,Mobile,640,10,Avera,5,No,OTHER,1,5
100107,83,0,Mobile,360,9,Avera,2,No,OTHER,1,3
100108,82,1,Mobile,761,7,High,4,No,Big Cities,1,1
100109,97,0,Mobile,37,0,High,4,Yes,OTHER,1,2
100110,6,1,Desktop,232,0,Low,2,No,Hill Station,1,2
100111,43,0,Mobile,296,1,Avera,3,Yes,Hill Station,0,5
100112,5,0,Mobile,118,8,High,2,Yes,Tech Cities,1,2
100113,53,0,Mobile,471,15,Avera,3,No,Hill Station,0,4
100114,44,1,Mobile,710,2,High,3,No,Trekking,1,4
100115,25,0,Mobile,163,5,High,1,No,OTHER,0,3
100116,61,0,Desktop,906,6,Avera,2,No,Beach,1,4
100117,30,0,Desktop,583,1,Avera,1,No,Trekking,1,4
100118,50,0,Mobile,899,3,Avera,4,Yes,Big Cities,0,3
100119,29,0,Desktop,852,2,Low,1,No,Big Cities,1,3
100120,86,1,Mobile,859,11,Avera,5,No,Islands,1,5
100121,72,0,Mobile,504,7,High,4,No,Trekking,1,2
100122,28,0,Mobile,927,1,High,4,Yes,OTHER,1,1
100123,93,0,Desktop,958,8,High,2,Yes,Tech Cities,1,4
100124,41,1,Desktop,877,1,Low,5,No,OTHER,1,3
100125,43,1,Mobile,98,8,High,5,Yes,Historical Site,1,4
100126,9,1,Mobile,103,1,High,4,No,Hill Station,1,2
100127,56,0,Desktop,891,12,Low,2,No,OTHER,1,4
100128,89,1,Desktop,112,1,Low,4,No,Big Cities,1,4
100129,73,0,Mobile,801,5,Avera,2,Yes,OTHER,1,5
100130,78,1,Desktop,300,0,High,3,Yes,Big Cities,1,1
100131,88,0,Desktop,948,10,High,4,Yes,Hill Station,1,5
100132,36,1,Mobile,693,7,Avera,1,No,Big Cities,1,5
100133,81,0,Desktop,75,1,Avera,2,No,OTHER,1,4
100134,82,0,Mobile,657,11,High,5,No,Big Cities,1,1
100135,81,1,Desktop,913,5,Avera,5,No,Beach,1,1
100136,76,0,Desktop,250,8,Low,3,No,Islands,1,4
100137,3,1,Mobile,186,11,High,1,Yes,OTHER,1,2
100138,5,1,Desktop,746,12,Low,3,Yes,Big Cities,1,4
100139,100,1,Mobile,29,8,Avera,4,No,OTHER,1,1
100140,20,1,Mobile,686,7,Avera,1,Yes,Hill Station,1,5
100141,17,0,Desktop,968,14,High,2,No,Big Cities,1,3
100142,75,1,Desktop,764,5,Avera,3,No,Big Cities,1,2
100143,45,0,Mobile,816,7,Low,2,No,Trekking,1,2
100144,4,0,Desktop,452,7,High,3,Yes,OTHER,1,2
100145,8,1,Mobile,875,8,High,1,No,Tech Cities,1,3
100146,42,1,Desktop,211,0,High,5,Yes,Trekking,1,5
100147,68,0,Mobile,311,9,High,3,No,Big Cities,1,1
100148,71,1,Mobile,0,1,Avera,4,No,Historical Site,1,1
100149,1,0,Mobile,397,1,Avera,3,Yes,OTHER,1,5
100150,1,0,Mobile,965,12,Avera,3,No,Islands,1,5
100151,2,1,Mobile,555,4,Avera,1,No,Big Cities,1,2
100152,10,0,Desktop,475,7,Avera,2,Yes,OTHER,1,4
100153,48,1,Desktop,179,14,Avera,4,Yes,Big Cities,1,1
100154,82,1,Mobile,386,11,High,1,Yes,Trekking,1,4
100155,66,1,Mobile,430,6,Avera,5,No,Beach,1,4
100156,80,0,Desktop,107,8,High,5,Yes,Big Cities,1,3
100157,33,0,Mobile,264,15,High,1,No,Islands,1,5
100158,30,0,Desktop,147,11,Avera,4,Yes,OTHER,0,4
100159,24,1,Mobile,479,7,Avera,4,No,Trekking,1,2
100160,17,1,Desktop,658,2,Avera,3,Yes,OTHER,1,4
100161,66,0,Mobile,743,9,Avera,2,Yes,Big Cities,1,2
100162,86,1,Mobile,36,5,Low,5,Yes,Islands,1,5
100163,65,1,Desktop,758,1,Avera,3,No,Big Cities,1,1
100164,8,0,Desktop,458,4,Avera,5,Yes,Beach,1,4
100165,24,0,Mobile,466,5,Avera,2,Yes,OTHER,1,2
100166,84,1,Mobile,243,11,Avera,2,Yes,Historical Site,1,1
100167,79,1,Desktop,826,7,High,4,Yes,Trekking,1,2
100168,30,1,Mobile,133,13,High,3,Yes,Beach,1,3
100169,87,0,Desktop,826,0,Low,2,No,Big Cities,1,1
100170,94,1,Desktop,101,2,Avera,5,No,Historical Site,0,1
100171,94,1,Desktop,343,13,High,1,No,OTHER,1,1
100172,60,1,Desktop,912,12,Avera,1,No,Hill Station,1,4
100173,56,1,Mobile,477,13,Low,4,Yes,Historical Site,1,4
100174,80,1,Mobile,298,12,Avera,5,No,OTHER,1,5
100175,71,1,Desktop,598,3,Avera,4,Yes,OTHER,1,3
100176,34,0,Desktop,738,14,Low,3,No,Trekking,1,4
100177,40,1,Mobile,500,6,High,3,No,OTHER,1,2
100178,39,0,Mobile,734,2,Avera,3,No,Beach,1,3
100179,60,0,Mobile,594,12,High,2,Yes,Beach,1,3
100180,85,0,Mobile,807,3,High,5,Yes,OTHER,1,4
100181,21,0,Mobile,486,11,High,1,Yes,Big Cities,1,4
100182,95,0,Desktop,507,5,Avera,5,Yes,OTHER,1,4
100183,33,0,Mobile,564,13,High,2,Yes,Big Cities,1,5
100184,45,0,Mobile,281,2,High,3,No,Trekking,1,3
100185,29,1,Mobile,220,6,Low,1,No,Historical Site,1,3
100186,94,1,Desktop,339,15,Avera,3,Yes,OTHER,1,1
100187,79,0,Mobile,458,14,High,1,Yes,OTHER,1,4
100188,93,0,Desktop,291,1,Low,5,No,OTHER,1,4
100189,80,1,Mobile,786,0,Avera,3,Yes,Hill Station,1,2
100190,35,0,Mobile,115,4,Avera,1,Yes,OTHER,1,3
100191,88,0,Mobile,659,8,Avera,4,Yes,OTHER,1,2
100192,71,0,Mobile,595,6,High,2,Yes,OTHER,1,5
100193,75,0,Mobile,411,12,Avera,3,Yes,Hill Station,1,2
100194,60,1,Mobile,819,7,Low,1,Yes,Tech Cities,1,4
100195,52,0,Mobile,724,12,Low,2,Yes,OTHER,1,1
100196,72,0,Desktop,763,3,High,4,Yes,Tech Cities,1,1
100197,63,1,Desktop,401,0,High,4,Yes,Trekking,1,1
100198,34,1,Mobile,456,3,Avera,4,No,OTHER,1,1
100199,74,0,Desktop,819,13,Low,5,No,Trekking,1,1
100200,48,0,Mobile,272,12,Low,5,Yes,Tech Cities,1,4
100201,89,0,Mobile,508,8,Avera,2,No,OTHER,0,2
100202,15,0,Desktop,581,3,Avera,2,Yes,Tech Cities,1,1
100203,63,1,Mobile,40,4,Low,3,Yes,Historical Site,1,2
100204,67,1,Desktop,350,11,Avera,2,Yes,Historical Site,1,2
100205,84,0,Mobile,689,6,High,5,Yes,OTHER,0,5
100206,63,1,Desktop,235,5,Avera,5,Yes,OTHER,1,4
100207,73,1,Mobile,617,13,Avera,4,No,OTHER,1,4
100208,16,0,Desktop,521,3,Avera,4,Yes,Historical Site,1,5
100209,97,1,Mobile,702,11,Avera,3,No,OTHER,1,4
100210,34,0,Desktop,420,12,Avera,3,No,Hill Station,0,4
100211,93,1,Mobile,983,1,Avera,2,No,Hill Station,1,2
100212,25,0,Desktop,329,12,High,2,Yes,OTHER,1,4
100213,61,0,Desktop,343,8,Avera,1,Yes,Historical Site,1,5
100214,89,1,Mobile,818,14,Low,2,No,Historical Site,0,4
100215,50,1,Mobile,948,3,High,2,No,Trekking,1,1
100216,92,0,Desktop,167,9,High,3,No,Hill Station,1,5
100217,93,1,Desktop,189,15,Avera,1,No,OTHER,1,4
100218,60,1,Mobile,539,2,High,2,Yes,Tech Cities,1,3
100219,72,0,Mobile,499,13,Avera,4,No,OTHER,1,1
100220,89,1,Mobile,959,8,High,5,No,OTHER,1,1
100221,10,0,Desktop,862,15,Avera,2,Yes,Historical Site,1,3
100222,68,0,Desktop,365,6,Avera,3,No,OTHER,1,4
100223,52,1,Desktop,134,0,Avera,3,No,OTHER,0,4
100224,72,0,Mobile,171,10,High,2,Yes,Big Cities,1,5
100225,50,0,Mobile,731,11,Avera,2,Yes,OTHER,1,1
100226,68,1,Mobile,454,5,Avera,3,Yes,OTHER,1,5
100227,99,1,Desktop,397,0,Avera,2,Yes,Islands,0,5
100228,81,1,Desktop,465,3,High,4,No,OTHER,1,4
100229,35,0,Mobile,625,10,Avera,1,No,Historical Site,1,2
100230,18,1,Desktop,642,7,Avera,4,No,Big Cities,1,4
100231,68,0,Desktop,219,5,High,1,Yes,Islands,1,4
100232,63,0,Mobile,479,6,Avera,5,No,Historical Site,1,3
100233,4,1,Mobile,343,3,High,1,No,OTHER,1,3
100234,82,1,Mobile,517,2,Avera,1,No,Historical Site,1,4
100235,97,1,Desktop,104,15,Avera,1,No,Tech Cities,1,2
100236,97,1,Mobile,455,3,Avera,5,Yes,Hill Station,0,1
100237,39,1,Desktop,191,2,Avera,3,No,OTHER,1,5
100238,22,0,Mobile,724,5,High,3,No,OTHER,1,1
100239,51,0,Mobile,354,2,Avera,5,No,Big Cities,1,1
100240,56,0,Desktop,207,4,Avera,3,Yes,Big Cities,1,2
100241,14,0,Desktop,750,12,High,1,Yes,OTHER,1,5
100242,83,0,Mobile,539,4,Low,5,No,OTHER,1,5
100243,89,1,Desktop,278,12,High,1,Yes,OTHER,1,5
100244,43,1,Desktop,953,4,Avera,5,Yes,Hill Station,1,5
100245,85,1,Mobile,571,7,High,3,Yes,OTHER,0,1
100246,91,1,Desktop,342,5,Avera,5,No,OTHER,1,2
100247,18,0,Mobile,668,1,Avera,1,Yes,OTHER,1,5
100248,14,1,Desktop,709,8,Avera,3,No,Historical Site,1,1
100249,49,0,Desktop,733,11,Avera,2,Yes,Hill Station,1,4
100250,53,1,Desktop,563,15,Low,3,No,Tech Cities,1,4
100251,37,1,Mobile,679,8,High,2,Yes,OTHER,1,1
100252,83,0,Desktop,370,11,Low,1,Yes,OTHER,1,3
100253,15,0,Desktop,166,8,High,1,Yes,Big Cities,1,1
100254,5,0,Desktop,125,8,Avera,1,Yes,Historical Site,1,1
100255,72,1,Mobile,937,10,Avera,2,Yes,Big Cities,1,5
100256,63,1,Mobile,65,4,High,4,No,OTHER,1,4
100257,68,0,Mobile,719,0,Low,1,Yes,Islands,1,4
100258,45,0,Desktop,137,1,Avera,4,Yes,Trekking,1,1
100259,75,1,Desktop,989,5,High,4,Yes,OTHER,1,4
100260,13,1,Mobile,155,7,Low,2,Yes,Big Cities,0,5
100261,51,0,Desktop,33,9,Low,3,No,Hill Station,1,3
100262,73,0,Mobile,664,7,Low,3,Yes,Trekking,0,1
100263,62,0,Desktop,579,10,Avera,1,Yes,Hill Station,1,2
100264,8,1,Desktop,730,5,High,1,No,Historical Site,1,5
100265,1,0,Desktop,798,15,High,3,No,OTHER,1,5
100266,46,1,Mobile,576,6,High,2,Yes,Big Cities,1,3
100267,78,0,Desktop,889,14,Avera,4,Yes,OTHER,1,3
100268,89,0,Desktop,413,14,High,5,Yes,Islands,1,5
100269,99,0,Mobile,401,1,Low,3,Yes,OTHER,1,3
100270,69,0,Desktop,108,8,Avera,2,No,Trekking,1,3
100271,66,1,Desktop,779,13,Avera,4,Yes,OTHER,1,4
100272,10,1,Desktop,501,1,High,5,Yes,OTHER,1,4
100273,57,1,Desktop,690,2,High,4,No,Big Cities,1,5
100274,45,1,Desktop,261,11,High,2,Yes,OTHER,1,4
100275,61,1,Mobile,204,5,Avera,4,No,Big Cities,1,3
100276,57,1,Mobile,697,9,Avera,1,No,OTHER,1,3
100277,83,1,Desktop,993,7,High,3,Yes,Islands,1,4
100278,68,0,Mobile,970,4,Avera,1,No,Hill Station,1,5
100279,40,1,Mobile,591,0,Avera,5,Yes,Big Cities,1,3
100280,92,1,Mobile,344,15,Avera,4,No,Big Cities,1,5
100281,79,1,Desktop,538,1,Avera,3,No,Trekking,0,1
100282,92,1,Desktop,47,7,Low,1,No,Trekking,1,2
100283,88,1,Desktop,279,6,High,3,No,Trekking,1,2
100284,34,0,Mobile,702,8,High,5,No,Trekking,1,2
100285,56,0,Mobile,198,5,Avera,3,No,Beach,1,2
100286,47,0,Mobile,243,8,High,5,Yes,Trekking,1,1
100287,93,1,Mobile,630,4,High,5,Yes,OTHER,1,1
100288,15,0,Mobile,229,12,Low,1,No,Islands,1,5
100289,72,1,Mobile,644,5,Avera,1,No,Big Cities,1,2
100290,30,0,Mobile,447,4,High,2,Yes,Beach,1,4
100291,64,1,Desktop,613,6,High,4,Yes,OTHER,1,4
100292,60,1,Desktop,255,11,Avera,5,Yes,Beach,1,1
100293,27,0,Desktop,243,4,High,4,No,OTHER,1,1
100294,15,1,Desktop,995,10,Avera,4,No,Big Cities,1,3
100295,74,1,Mobile,524,0,High,5,No,Historical Site,1,3
100296,7,1,Mobile,378,11,High,5,No,Hill Station,1,2
100297,84,0,Desktop,522,12,Avera,5,Yes,Big Cities,1,3
100298,46,1,Desktop,970,13,High,3,Yes,OTHER,1,2
100299,44,0,Mobile,988,3,High,3,No,Trekking,1,4
100300,34,0,Desktop,341,13,Avera,1,No,Trekking,1,5
100301,22,1,Mobile,952,11,Low,5,Yes,OTHER,1,4
100302,30,1,Mobile,826,0,High,4,No,Hill Station,1,4
100303,55,1,Mobile,202,14,Avera,1,Yes,OTHER,1,5
100304,79,1,Mobile,319,9,Avera,2,No,OTHER,1,1
100305,36,1,Desktop,421,4,Avera,5,Yes,Big Cities,1,5
100306,36,0,Desktop,353,3,High,3,Yes,OTHER,1,5
100307,95,1,Mobile,924,12,High,2,No,Historical Site,1,4
100308,27,0,Desktop,206,11,Avera,1,Yes,Trekking,1,5
100309,61,1,Mobile,89,11,Avera,1,Yes,Historical Site,1,4
100310,2,0,Mobile,274,1,Low,1,Yes,Beach,1,5
100311,26,0,Desktop,296,4,High,4,Yes,Islands,1,2
100312,10,0,Mobile,873,6,Low,1,Yes,Tech Cities,1,5
100313,5,0,Mobile,74,0,Avera,5,Yes,Islands,1,5
100314,9,1,Desktop,604,15,Avera,2,No,Big Cities,1,3
100315,92,0,Desktop,641,2,Avera,2,Yes,OTHER,0,5
100316,87,1,Mobile,161,0,High,5,Yes,Historical Site,1,5
100317,64,1,Desktop,814,9,Avera,2,No,OTHER,1,5
100318,21,1,Mobile,650,9,Avera,5,Yes,Big Cities,0,3
100319,85,0,Desktop,799,4,High,4,Yes,Historical Site,1,4
100320,97,0,Mobile,832,4,Avera,2,Yes,OTHER,1,3
100321,37,0,Desktop,659,15,Avera,3,No,OTHER,1,4
100322,72,1,Desktop,19,6,Avera,2,Yes,Trekking,1,5
100323,85,0,Desktop,465,2,Avera,3,No,Islands,1,3
100324,22,1,Mobile,804,12,High,3,Yes,OTHER,0,2
100325,46,1,Mobile,580,13,Low,1,Yes,OTHER,1,4
100326,91,0,Desktop,81,2,High,3,No,Big Cities,1,5
100327,33,0,Desktop,997,4,High,3,Yes,OTHER,1,2
100328,31,0,Desktop,470,6,High,2,No,Hill Station,1,2
100329,2,0,Desktop,879,13,Avera,4,No,Islands,1,4
100330,94,1,Mobile,534,7,Avera,1,Yes,OTHER,1,1
100331,30,1,Desktop,36,3,Avera,4,No,OTHER,1,1
100332,41,1,Mobile,637,1,Low,3,No,Big Cities,1,1
100333,52,1,Mobile,407,2,Avera,3,Yes,Islands,1,1
100334,86,1,Desktop,412,14,Low,3,Yes,OTHER,1,2
100335,64,0,Mobile,184,10,High,4,No,Islands,1,3
100336,61,1,Desktop,679,13,High,4,Yes,OTHER,1,3
100337,47,1,Desktop,191,10,Low,2,No,Tech Cities,1,2
100338,33,1,Desktop,763,6,Low,2,No,Hill Station,1,4
100339,49,0,Mobile,416,8,Avera,1,Yes,Historical Site,1,1
100340,74,1,Desktop,624,0,High,3,Yes,OTHER,1,1
100341,26,0,Mobile,993,3,High,4,Yes,Islands,1,1
100342,83,1,Mobile,279,4,Avera,2,Yes,Beach,1,2
100343,40,0,Mobile,658,6,High,3,Yes,Big Cities,1,3
100344,29,0,Mobile,63,14,High,4,No,Historical Site,1,3
100345,33,0,Desktop,740,6,Low,1,No,Trekking,0,3
100346,5,1,Desktop,762,6,High,2,No,Big Cities,1,3
100347,23,1,Mobile,966,4,High,2,No,Trekking,1,5
100348,51,1,Desktop,465,9,Low,1,No,OTHER,1,2
100349,29,1,Desktop,563,5,Low,2,No,Beach,1,4
100350,17,1,Mobile,90,4,Avera,5,Yes,Beach,1,2
100351,20,1,Desktop,766,1,Avera,4,No,Big Cities,1,4
100352,60,0,Desktop,637,11,Avera,1,No,Trekking,1,4
100353,58,1,Desktop,737,3,High,5,Yes,OTHER,1,3
100354,45,0,Mobile,106,2,Avera,2,No,OTHER,1,5
100355,70,1,Desktop,761,1,Avera,2,Yes,Tech Cities,1,2
100356,9,0,Desktop,851,6,Low,1,Yes,OTHER,1,5
100357,90,1,Desktop,344,15,Low,1,No,Big Cities,1,3
100358,79,0,Desktop,270,11,Low,5,No,OTHER,1,1
100359,94,0,Mobile,300,10,High,4,Yes,Islands,1,4
100360,12,0,Mobile,151,2,Low,5,No,Hill Station,1,1
100361,10,1,Mobile,624,8,Avera,5,No,OTHER,1,3
100362,90,0,Mobile,119,14,Low,4,Yes,OTHER,1,2
100363,11,1,Desktop,443,12,High,4,Yes,Beach,1,2
100364,30,0,Mobile,934,7,Avera,2,No,Hill Station,1,4
100365,38,1,Mobile,341,9,Avera,1,No,Tech Cities,1,3
100366,83,0,Mobile,475,1,Avera,4,Yes,Tech Cities,1,3
100367,15,0,Mobile,588,10,Avera,5,No,Historical Site,1,3
100368,25,0,Desktop,785,1,High,1,Yes,Big Cities,1,3
100369,41,1,Desktop,75,4,Avera,2,Yes,Historical Site,1,5
100370,95,0,Desktop,719,0,High,1,No,OTHER,1,5
100371,41,0,Mobile,52,4,High,1,Yes,OTHER,1,5
100372,9,1,Desktop,87,5,High,3,Yes,OTHER,1,1
100373,22,0,Desktop,579,5,High,4,No,Historical Site,1,5
100374,13,0,Desktop,444,4,Low,4,No,OTHER,1,3
100375,43,0,Desktop,807,9,Low,2,Yes,Trekking,1,4
100376,77,0,Mobile,461,4,High,4,Yes,OTHER,0,4
100377,18,1,Mobile,9,11,Avera,5,No,Big Cities,1,4
100378,8,0,Desktop,520,7,Avera,5,Yes,Beach,1,5
100379,76,1,Mobile,591,2,Low,4,Yes,Trekking,1,3
100380,60,0,Mobile,609,0,Avera,3,Yes,Trekking,1,4
100381,84,1,Mobile,247,3,Low,4,No,OTHER,1,5
100382,71,1,Desktop,554,13,High,4,No,OTHER,1,3
100383,99,0,Desktop,374,3,Low,4,No,OTHER,1,2
100384,51,0,Mobile,993,10,Low,2,Yes,OTHER,1,3
100385,17,1,Desktop,761,8,Avera,3,No,Trekking,0,4
100386,13,1,Mobile,494,6,Avera,5,Yes,Big Cities,1,4
100387,24,0,Mobile,906,8,Avera,2,Yes,Trekking,1,2
100388,73,0,Mobile,967,15,High,4,No,OTHER,1,3
100389,60,0,Desktop,219,12,Avera,3,Yes,OTHER,1,3
100390,75,1,Mobile,101,10,Low,3,No,OTHER,1,3
100391,78,0,Mobile,48,8,Avera,1,No,Beach,1,4
100392,11,1,Mobile,736,12,Avera,4,No,Trekking,1,2
100393,86,1,Desktop,612,8,Low,1,No,Tech Cities,1,2
100394,76,0,Mobile,548,4,High,4,Yes,OTHER,1,3
100395,3,0,Mobile,693,12,Avera,3,Yes,OTHER,1,5
100396,18,0,Desktop,16,5,Low,2,Yes,OTHER,1,2
100397,42,0,Desktop,472,6,Low,5,No,Tech Cities,0,1
100398,60,0,Desktop,662,8,High,4,No,Trekking,1,3
100399,64,0,Mobile,238,14,Avera,2,No,OTHER,0,3
100400,97,1,Desktop,379,11,Avera,1,Yes,OTHER,1,1
100401,4,0,Mobile,521,10,High,1,No,Tech Cities,1,1
100402,83,0,Desktop,804,8,Avera,4,No,Trekking,1,5
100403,58,0,Desktop,826,4,Avera,1,No,Trekking,1,3
100404,29,0,Mobile,160,1,Low,1,No,Beach,1,2
100405,20,0,Desktop,80,10,Low,1,Yes,Hill Station,0,1
100406,25,1,Desktop,730,3,High,1,No,Hill Station,1,5
100407,45,0,Mobile,618,6,Avera,4,No,Trekking,1,5
100408,28,0,Mobile,256,4,High,1,Yes,OTHER,1,5
100409,16,0,Mobile,472,13,Low,1,No,Islands,1,3
100410,33,1,Mobile,265,14,High,1,Yes,Historical Site,1,5
100411,97,0,Mobile,157,12,High,2,Yes,OTHER,1,5
